,p,comp,diameter,avg_short_path,density,avg_clustering
9253,0.47000000000000003,1,2,1.5352664576802508,0.4647335423197492,0.4632702724603783
9254,0.48000000000000004,1,2,1.5180250783699059,0.48197492163009403,0.4847579814485208
9255,0.49,1,2,1.4979101358411704,0.5020898641588297,0.4995977113208856
9256,0.5,1,2,1.5125391849529781,0.48746081504702193,0.48866736302263863
9257,0.51,1,2,1.4853709508881923,0.5146290491118077,0.5144460141163696
9258,0.52,1,2,1.4730929989550678,0.526907001044932,0.5267890838987682
9259,0.53,1,2,1.465778474399164,0.5342215256008359,0.5337050916136754
9260,0.54,1,2,1.461337513061651,0.5386624869383491,0.5369308906919371
9261,0.55,1,2,1.46760710553814,0.53239289446186,0.5310838480349762
9262,0.56,1,2,1.4354754440961337,0.5645245559038663,0.5638069015367454
9263,0.5700000000000001,1,2,1.4396551724137931,0.5603448275862069,0.5604330024112153
9264,0.5800000000000001,1,2,1.4015151515151516,0.5984848484848485,0.5984014464764725
9265,0.59,1,2,1.4205851619644723,0.5794148380355277,0.5787660981230666
9266,0.6,1,2,1.393939393939394,0.6060606060606061,0.6062346725286483
9267,0.61,1,2,1.402037617554859,0.5979623824451411,0.5979548252202925
9268,0.62,1,2,1.371473354231975,0.6285266457680251,0.6293893961805658
9269,0.63,1,2,1.3806165099268548,0.6193834900731452,0.6188282637110278
9270,0.64,1,2,1.3591954022988506,0.6408045977011494,0.6417953773654858
9271,0.65,1,2,1.3584117032392895,0.6415882967607106,0.6411233313468518
9272,0.66,1,2,1.3396029258098223,0.6603970741901777,0.6587463910642656
9273,0.67,1,2,1.3200104493207943,0.6799895506792059,0.6806345673124298
9274,0.68,1,2,1.315569487983281,0.6844305120167189,0.6826548991882319
9275,0.6900000000000001,1,2,1.3014629049111808,0.6985370950888192,0.6969299095912909
9276,0.7000000000000001,1,2,1.2954545454545454,0.7045454545454546,0.7051209256603964
9277,0.7100000000000001,1,2,1.2821316614420062,0.7178683385579937,0.7183323138965121
9278,0.72,1,2,1.2682863113897596,0.7317136886102403,0.731008464797882
9279,0.73,1,2,1.2756008359456634,0.7243991640543365,0.7252195523885252
9280,0.74,1,2,1.2625391849529781,0.737460815047022,0.738975820008369
9281,0.75,1,2,1.2578369905956113,0.7421630094043887,0.7406766801058038
9282,0.76,1,2,1.2468652037617556,0.7531347962382445,0.7519816267649415
9283,0.77,1,2,1.2324973876698015,0.7675026123301986,0.767505488664252
9284,0.78,1,2,1.22675026123302,0.7732497387669801,0.7741221995828306
9285,0.79,1,2,1.2063740856844305,0.7936259143155695,0.7945174834535537
9286,0.8,1,2,1.202455590386625,0.7975444096133751,0.79821732350749
9287,0.81,1,2,1.191483803552769,0.8085161964472309,0.8073617397945334
9288,0.8200000000000001,1,2,1.1758098223615465,0.8241901776384535,0.8236218568478034
9289,0.8300000000000001,1,2,1.1692789968652038,0.8307210031347962,0.8304218395723403
9290,0.8400000000000001,1,2,1.1661442006269593,0.8338557993730408,0.8333450464875938
